"timestamp","asset","open","close","high","low","3_month_return","1_year_return","bse_return","market_cap","enterprise_value","trading_volume","30d_avg_trading_volume","btc_price","btc_holdings","btc_nav","m_nav","debt","debt_by_btc_nav","pref","pref_by_btc_nav","debt_pref_by_btc_nav","implied_volatility","30d_historical_volatility","1y_historical_volatility","open_interest"
2025-12-17 00:00:00,"MSTR",167.745,160.38,171.1631,160.31,-0.5135725334384762,-0.5849593706329901,11.973628862643585,49010524200,63767743800,3070456495.92,4135810412.0638094,86730.68,671268,58219530102.24,1.0952981531801564,8244000000,0.11686799924443594,7953219600,0.13660741654962275,0.2782093838881192,0.80902402,0.700525905750937,0.778349795480772,53383475504.8
2025-12-16 00:00:00,"MSTR",164.97,167.5,171.489,161.95,-0.500134292279686,-0.5899632802937577,12.549587445397185,51186325000,65943544600,3546544332.5,4171477854.67238,86739.9,671268,58225719193.2,1.132550108676053,8244000000,0.1168555767842644,7953219600,0.13659289589211002,0.27817981167833516,0.7934903,0.7316382394311709,0.7790743289810558,53105944040.1
2025-12-15 00:00:00,"MSTR",176,162.08,176.5,160.54,-0.5055370816681412,-0.6033963833900212,12.111147063581946,49530027200.00001,64287246800.00001,4115757895.84,4223531558.565238,85813.2,671268,57603655137.6,1.116027214704252,8244000000,0.11811750458798198,7953219600,0.13806796775311997,0.28118388601051614,0.81155779,0.7170182410401527,0.7797743699779888,51241180797.3
2025-12-12 00:00:00,"MSTR",182.97,176.45,185.25,176.22,-0.46762611634081586,-0.5500905173512839,13.27358032680796,53076160000,67705364900,2564189045,4191142955.66619,90386.76,660624,59711662938.24,1.1338717022506628,8244000000,0.11394758854794253,7825204900,0.1310498571793862,0.269113337483507,0.69708267,0.6733866118042218,0.775182954478829,59684952635
2025-12-11 00:00:00,"MSTR",179.79,183.3,183.5,171.41,-0.43776455432182065,-0.5544482255712202,13.827697783530175,55136640000,69765844900,3581668252.5,4184556900.5223804,92411.99,660624,61049578481.76,1.142773572480016,8244000000,0.11145040095621389,7825204900,0.12817786943996615,0.2632156568419396,0.74894669,0.7059907832652507,0.7756877493277,58663756239
2025-12-10 00:00:00,"MSTR",189.32,184.64,191.07,182.2,-0.434400367590749,-0.5106540867168451,13.936094483093349,55539711999.99999,70168916900,4146783230.72,4105861765.393809,90443,660624,59748816432,1.1743984415132154,8244000000,0.11387673273400516,7825204900,0.1309683666940223,0.2689459952447481,0.78480663,0.7092091885674344,0.7808863167481063,58525401271.2
2025-12-09 00:00:00,"MSTR",181.49,188.99,198.3999,179.92,-0.42474051076005226,-0.48270104560135757,14.287979291376802,56848192000,71477396900,4586712837.940001,4016768520.1671433,92568.27,660624,61152820800.48,1.1688323770575593,8244000000,0.11126224286855127,7825204900,0.12796147091122537,0.2627712784080415,0.77088762,0.7118471921609131,0.7814071906183565,60424974426.6
2025-12-08 00:00:00,"MSTR",182.1,183.69,185.59,178,-0.4431949075477417,-0.5349737981316929,13.85924607668662,55253952000,69883156900,2999316036.6,3993925883.5990477,89929.88,660624,59409837045.12,1.1762893213614747,8244000000,0.1145264881779185,7825204900,0.13171564322011167,0.27048054159441504,0.76709265,0.6958650205058349,0.7823514080313987,56064688124.4
2025-12-05 00:00:00,"MSTR",183.335,178.99,185.39,176.3,-0.4670854795009974,-0.5367753623188405,13.479048697621746,52920720370,67502510370,3714161707.34,4014524599.0942855,89670.38,650000,58285747000,1.1581306553384312,8244000000,0.11673522859713885,7777790000,0.1334424005923781,0.27488349767568393,0.7207823,0.6915255259649251,0.7842969854708063,59180539768.8
2025-12-04 00:00:00,"MSTR",186.02,186.01,191,182.35,-0.4321865746817668,-0.5418472906403942,14.046917974437793,54996274630,69578064630,3064409840.3599997,3955156373.030476,92046.89,650000,59830478500,1.1629200764289391,8244000000,0.11372130343233006,7777790000,0.129997121784677,0.26778642594342617,0.77895121,0.7173603007189022,0.7848774672525483,59158316882.5
2025-12-03 00:00:00,"MSTR",183.4,188.39,190.44,177.82,-0.429570641312905,-0.4955145542671987,14.239443455751497,55699952569.99999,70281742570,5027401914.599999,3994299690.713809,93377.02,650000,60695063000,1.1579482596467525,8244000000,0.11210137470324398,7777790000,0.1281453484939953,0.26397188186459253,0.81094493,0.7371052949459472,0.7896311033995528,58282564171
2025-12-02 00:00:00,"MSTR",177.75,181.33,188.37,176.89,-0.469205550026345,-0.5231922166710492,13.668338456560429,53612571790,68194361790,5672991373.820001,3894476827.7690473,93376.01,650000,60694406500,1.1235691346615277,8244000000,0.13582800253595032,7777790000,0.12814673457594483,0.2639747371118951,0.81889717,0.7356459976164095,0.7887025124410421,56743004223
2025-12-01 00:00:00,"MSTR",168.26,171.42,172.175,155.61,-0.4873957118507222,-0.5575915554752626,12.866688238149166,50682551460,65264341460,7360808398.32,3804928117.6357145,86971,650000,56531150000,1.154484588762125,8244000000,0.14583110373661248,7777790000,0.13758414608583056,0.28341524982244304,0.86748844,0.6802171640601845,0.788028393895487,47696818314.6
2025-11-28 00:00:00,"MSTR",182.99,177.18,187.29,175.0501,-0.4770983354975799,-0.5443370023660117,13.33263226015208,50920823280,66889538280,2677944763.98,3643088300.245238,90865.7,649870,59050892459,1.1327439009739353,8244000000,0.139608389589098,7779000000,0.13173382612974202,0.27134221571884,0.67151061,0.7348636879933923,0.7876077592678808,54766765064
2025-11-26 00:00:00,"MSTR",173.69,175.64,180.63,169.7,-0.5001138433515483,-0.5034069382792842,13.2080569487138,50478233439.99999,66446948439.99999,3515703153.56,3649103823.5795236,91261.62,649870,59308188989.399994,1.1203671798489057,8244000000,0.1390027269501254,7779000000,0.13116232568474348,0.2701650526348689,0.77539837,0.7574795634314718,0.7920608281601483,52431674182.2
2025-11-25 00:00:00,"MSTR",173.71,172.19,176.76,166.7801,-0.49828088578088575,-0.5732060974098401,12.928975893868307,49486717240,65455432240,3290177936.46,3590080204.815714,87192.15,649870,56663562520.5,1.155159141579198,8244000000,0.1454903227628416,7779000000,0.13728399087483562,0.28277431363767724,0.82808594,0.7413957644507341,0.8022134599727588,48753477059.4
2025-11-24 00:00:00,"MSTR",171.62,179.04,179.84,166.01,-0.5000698070533047,-0.575613918649853,13.483093350590519,51455379840,67424094840,4168518136.3199997,3547900016.134286,88339,649870,57408865930,1.1744543938946959,8244000000,0.14360151287524311,7779000000,0.13550171866284766,0.27910323153809075,0.8099795,0.7411266168560684,0.8030243151950996,49184929824
2025-11-21 00:00:00,"MSTR",172.74,170.5,181.19,166.31,-0.49493453403637655,-0.570831655255739,12.792266623523702,49001018000,64969733000,5055529770.5,3457896506.677143,84176.5,649870,54703782055,1.1876643727243295,8244000000,0.15070256004806687,7779000000,0.1422022336989219,0.29290479374698875,0.84752418,0.7114599552542566,0.803305228314646,54921908223.6
2025-11-20 00:00:00,"MSTR",192.44,177.13,193.53,171.475,-0.48564044487034297,-0.6261739442416057,13.328587607183303,50906453480,66875168480,4903722538.82,3340379047.8742857,85944,649870,55852427280,1.197354738850304,8244000000,0.14760325381511333,7779000000,0.13927774277386787,0.2868809965889812,0.93382837,0.7243520074185761,0.8211131694689091,54263246384
2025-11-19 00:00:00,"MSTR",202.36,186.5,203.95,181.73,-0.44588050034168225,-0.5668230594137594,14.086555573531792,53599354000,69568069000,5226731878,3309178333.1204762,92878.94,649870,60359236737.8,1.1525670760583517,8244000000,0.13658224400371172,7779000000,0.12887836925095505,0.26546061325466674,0.95111359,0.7287015092690129,0.8257805713123377,54478038496
2025-11-18 00:00:00,"MSTR",196.36,206.8,213.83,196,-0.4312431243124312,-0.4625639959458406,15.728684678854556,59433492800,75402207800,4559825846.400001,3173902461.536667,91083.17,649870,59192219687.9,1.273853357714403,8244000000,0.13927506086894098,7779000000,0.13141929870202473,0.2706943595709657,0.80411963,0.6893204328121152,0.827740983674336,60041983964.8
2025-11-17 00:00:00,"MSTR",197.025,195.42,204.15,189.5315,-0.4665319938851278,-0.42633201232937035,14.8081216631613,56162926320,72131641320,3819466898.4599996,3093486182.454762,89972,649870,58470103640,1.2336499651875767,8244000000,0.1409951323287923,7779000000,0.13304235011956275,0.274037482448355,0.84842539,0.6452225192981955,0.8272582954870186,53747574058.9
2025-11-14 00:00:00,"MSTR",200.58,199.75,208.84,194.56,-0.4643910548613718,-0.3903927732169561,15.15838861025724,57399161250,73228876250,4640951350.25,3092577423.7523813,96074.7,641692,61650366392.4,1.187809262704193,8244000000,0.1337218330143823,7640000000,0.12392464874210102,0.2576464817564833,0.76609475,0.6636730346389516,0.8357916957658265,59407014297.6
2025-11-13 00:00:00,"MSTR",223.8,208.54,226,207.03,-0.46514490895101307,-0.3649430537791583,15.869438602167934,59925011700,75754726700,3435576380.96,3058345733.0338097,97766,641692,62735660072,1.2075225894341173,8244000000,0.13140851615394797,7640000000,0.12178081797867084,0.2531893341326188,0.77156652,0.6713069979200978,0.8347650848037603,61469742151.8
2025-11-12 00:00:00,"MSTR",233.9,224.61,234.84,219.8,-0.4304875884276984,-0.37011694102470616,17.16939006633231,64542806550.00001,79475521550,2425810011.78,3044900842.7880955,102089.29,641692,65509880678.67999,1.213183732387183,8244000000,0.12584361190392135,6743000000,0.10293103773267123,0.22877464963659255,0.75739039,0.6445223267521044,0.8355233786808962,62746183706.4
2025-11-11 00:00:00,"MSTR",236.455,231.35,239.24,230.55,-0.4219862585883823,-0.3195588235294118,17.714609286523217,66479579250,81412294250,1929517300.2,3093756054.534762,103210,641692,66229031320,1.2292538880213837,8244000000,0.12447713390472702,6743000000,0.10181335685584356,0.2262904907605706,0.70394442,0.6418681734546784,0.8365264159516435,66288452623.5
2025-11-10 00:00:00,"MSTR",249.68,238.88,249.96,234.6,-0.3954394756156202,-0.11663338510465208,18.323734023620773,68643362400,83576077400,2275855863.84,3175758698.3957148,105703.8,641692,67829282829.6,1.2321533401725466,8244000000,0.12154042702634037,6743000000,0.09941134151366,0.22095176854000037,0.71590315,0.6505931531473395,0.8376453443952389,66818541243.3
2025-11-07 00:00:00,"MSTR",222.66,241.93,243.7325,219.68,-0.3981990497748812,-0.10664303386137881,18.570457854716068,69519553220,84403268220,4107017470.01,3265406709.922381,102500.21,641205,65723647153.05,1.2842146149231637,8244000000,0.12543430495879632,6694000000,0.10185070807789696,0.2272850130366933,0.69990706,0.6728885062434433,0.8672857604591256,72492438320.4
2025-11-06 00:00:00,"MSTR",252.14,237.2,252.34,235.03,-0.38134112307973195,-0.07994259338272376,18.187833683869922,68160368800,83044083800,3431889062,3240856726.6242857,101962.03,641205,65378563446.15,1.2702035563751788,8244000000,0.12609637724435915,6694000000,0.10238830049414606,0.22848467773850523,0.7355941,0.6751361781601823,0.8684829765012245,69343660232.5
2025-11-05 00:00:00,"MSTR",250.2,255,255.36,247.0201,-0.3208331113833697,0.11940298507462681,19.627730140753922,73275270000,88158985000,2467423860,3282155728.4719048,104220,641205,66826385100,1.3192242086427026,8244000000,0.12336444635847885,6694000000,0.10017001503198174,0.22353446139046057,0.70354544,0.6442723738354079,0.8743226075073092,71322937226.4
2025-11-04 00:00:00,"MSTR",255.16,246.99,258.21,245.86,-0.36545575994245194,0.1076281447598547,18.979776735156126,70973564460,85857279460,3886419511.71,3470917226.1099997,101984,641205,65392650720,1.3129499800769049,8244000000,0.12606921281260458,6694000000,0.10236624339732836,0.22843545620993294,0.74668679,0.6271958444171616,0.8740018725388605,67738954015.2
2025-11-03 00:00:00,"MSTR",264.19,264.67,270.36,259.85,-0.27810053732645984,0.15219189412737802,20.409966024915065,76053983180,90937698180,2931121792.76,3449439502.7061906,106711.97,641205,68424248723.85,1.3290273532561667,8244000000,0.12048360272498639,6694000000,0.0978308147308417,0.21831441745582808,0.6571528,0.6566993635078003,0.8729405521766829,72858351868.2
2025-10-31 00:00:00,"MSTR",269.98,269.51,276.3199,263,-0.3293435524809636,0.10229038854805722,20.801488432292505,77395186700,92263901700,3792486775.35,3512600712.876667,110174.08,640808,70600431856.64,1.306846137816118,8244000000,0.11676982396850095,6679000000,0.09460282075274355,0.2113726447212445,0.6423935,0.6702247273955982,0.8738111912228126,77537040216.7
2025-10-30 00:00:00,"MSTR",269.985,254.57,271.365,254,-0.3555842446334549,0.029355869152076306,19.592946125222454,73104866900,87973581900,3962177375.72,3561301780.644286,109192.5,640808,69971427540,1.2572786491987584,8244000000,0.11781951990742534,6679000000,0.09545324762999684,0.21327276753742216,0.77021792,0.6188596412301578,0.8720215570526676,71982169165.8
2025-10-29 00:00:00,"MSTR",284.375,275.36,286.175,274,-0.3022855115795875,0.06629491945477077,21.274712829639217,79075131200,93941131200,2804281384.8,3598150004.7476206,110763.96,640808,70978431679.68001,1.3235165806980467,8238000000,0.11606342666427791,6678000000,0.09408491906579848,0.21014834573007637,0.68810531,0.6038646679796819,0.869519450138885,75839857457.6
2025-10-28 00:00:00,"MSTR",295.14,284.64,297.2,284.25,-0.29509658246656767,0.11474896216808954,22.025400420643905,81740068800,96606068800,2276207159.52,3584272660.1276193,112529.3,640808,72109675674.40001,1.3397102108212167,8238000000,0.11424264390256592,6678000000,0.09260893129173771,0.2068515751943036,0.6423024,0.6324511203623245,0.8689362316865825,76254085052
2025-10-27 00:00:00,"MSTR",299.5,295.63,299.8,293.0001,-0.2716499544211486,0.26154305709652637,22.91441514318071,84896067100,99762067100,2405226168.42,3672542245.453333,113905,640808,72991235240,1.3667677601560755,8238000000,0.11286286597168704,6678000000,0.09149043687289707,0.2043533028445841,0.62256708,0.6219954222510138,0.8698257250399877,76018013652
2025-10-24 00:00:00,"MSTR",290.43,289.08,292.15,286.11,-0.303287380699894,0.2254864555513163,22.38456560427115,83015103600,97836103600,2278444437.72,3730100545.0390487,111049.76,640418,71118265199.68,1.3756818072727712,8238000000,0.11583522147046225,6633000000,0.09326717941412674,0.20910240088458898,0.60499317,0.6506759385964553,0.8720483832313798,80175806360
2025-10-23 00:00:00,"MSTR",285.47,284.92,289.07,278,-0.3095693895848983,0.3317130170600609,22.04805047726905,81820476400,96641476400,2587676775.6400003,3937867881.071429,110486.58,640418,70757594590.44,1.3658106519785107,8238000000,0.11642566494357666,6633000000,0.09374258746913619,0.21016825241271286,0.67916092,0.6569636685440849,0.8773460202689793,76570713661.6
2025-10-22 00:00:00,"MSTR",293.02,280.81,297.96,276.6,-0.3414399624765478,0.2781520254893037,21.715580003235722,80640207700,95461207700,4248514614.19,3955563643.7109528,108391.59,640418,69415925284.62,1.3752061549073766,8238000000,0.11867593734755325,6633000000,0.09555444190656964,0.2142303792541229,0.73622143,0.6980457563413797,0.877680224935363,73569922908
2025-10-21 00:00:00,"MSTR",293.95,301.91,305.9899,291.52,-0.2917565919114196,0.37826980141520206,23.42242355605889,86699494700,101520494700,2385938574.7400002,3901047693.4361916,108273.42,640418,69340247089.56,1.4640919085401576,8238000000,0.11880546069239965,6633000000,0.09565873036813388,0.21446419106053355,0.66357445,0.654857478345189,0.8745548876342256,78388070462
2025-10-20 00:00:00,"MSTR",297.21,296.61,306.16,294.4,-0.2991588299229715,0.3740850551283239,22.99369034136871,85177493700,99998493700,2871092257.6800003,3948254619.0461907,109154.7,640418,69904634664.59999,1.4304987670672953,8238000000,0.11784626354927163,6633000000,0.09488641249360509,0.2127326760428767,0.66710152,0.6533637110517074,0.8761592277230311,75694224164
2025-10-17 00:00:00,"MSTR",279.27,289.87,292.8,279,-0.3577569016705809,0.4986557749974151,22.4484711211778,83241967900,98043967900,3800390782.51,4102105982.275715,107119.46,640250,68583234265.00001,1.4295617427601348,8238000000,0.12011681992378839,6614000000,0.09643756336197334,0.21655438328576174,0.64888962,0.6473988675060266,0.8809992864934031,87060870813
2025-10-16 00:00:00,"MSTR",299.9,283.84,301.58,282.19,-0.3774073261680193,0.4624143438610952,21.9606859731435,81510332800,96312332800,3922086644.16,4248597233.68381,109179.9,640250,69902430975,1.377810920974197,8238000000,0.11784997867879944,6614000000,0.0946175963803811,0.21246757505918054,0.75817915,0.6378777043741963,0.8807964355606395,82156245571.8
2025-10-15 00:00:00,"MSTR",303.6,296.76,308.88,294.62,-0.32906784834166086,0.5272502701868148,23.005824300275034,85220569200,100022569200,3153254539.7999997,4213984282.264286,111377.8,640250,71309636450,1.4026515093809597,8238000000,0.11552435841930309,6614000000,0.09275043779864903,0.2082747962179521,0.69547282,0.6671370307577748,0.8795778893558749,84194985353.7
2025-10-14 00:00:00,"MSTR",301,300.67,312.7099,297.34,-0.33335550529909974,0.49090097684335815,23.32211616243326,86343403900,101145403900,3451841333.6600003,4201874560.2885714,112089.6,640250,71765366400,1.409390197163405,8238000000,0.11479074675218268,6614000000,0.09216144683405393,0.2069521935862366,0.66936679,0.6677089605399728,0.8803197990947526,85279934087.7
2025-10-13 00:00:00,"MSTR",306.67,315.47,315.95,300.59,-0.2740807216162731,0.48393621525001185,24.519333441190746,90593519900.00002,105395519900.00002,3651572821.28,4186219080.612381,113495.6,640250,72665557900,1.4504191937126794,8238000000,0.11336870228584593,6614000000,0.09101973742638808,0.204388439712234,0.65141393,0.6545720871435907,0.8806662706996529,84648872560.5
2025-10-10 00:00:00,"MSTR",323.175,304.79,323.43,303.57,-0.27730355195143924,0.6624304570742883,23.655395567060346,87507647320,102284647320,4158472466.7000003,4182945831.1114283,112417.34,640031,71950582537.54,1.4215958191392446,8238000000,0.11449525089948853,6589000000,0.09157674292021485,0.2060719938197034,0.71146978,0.6408373554304927,0.8921966028162805,90950995735.6
2025-10-09 00:00:00,"MSTR",327.4,320.29,328.99,318.22,-0.22897859945595916,0.6954634482028481,24.90923798738068,91957821320,106734821320,3591467820.75,4101466105.7409525,121078.09,640031,77493731020.79,1.3773349135992075,8238000000,0.10630537324096465,6589000000,0.08502623261528477,0.19133160585624942,0.6679052,0.6213652655761276,0.891262338478589,90322577453.5
2025-10-08 00:00:00,"MSTR",335.615,330.8,336.36,322.3,-0.16662467879276463,0.7211238293444331,25.759424041417244,94975326400,109752326400,4299168100.8,4081875573.5885715,122069.36,640031,78128174550.16,1.4047726960462463,8238000000,0.10544211543955917,6589000000,0.08433577307978336,0.18977788851934255,0.67278821,0.6102326212822397,0.8908030724675412,92085452298
2025-10-07 00:00:00,"MSTR",358.88,328.4,359.44,328.16,-0.17001541688781063,0.764737492611102,25.56528069891603,94286267200,109063267200,6431420410.4,3980214974.4557137,121430.13,640031,77719047534.03,1.4033016443265809,8238000000,0.1059971816611998,6589000000,0.08477973172683242,0.1907769133880322,0.67484489,0.6101899285370798,0.8913025095902946,90620939201.8
2025-10-06 00:00:00,"MSTR",362.95,359.69,365.21,354.7,-0.10965617960840618,1.037788227295904,28.0964245267756,103269876520,118046876520,3435387320.23,3830337534.3699994,124335.7,640031,79578702406.7,1.4833978558321057,8238000000,0.10352015992794594,6589000000,0.08279853529561007,0.186318695223556,0.64615296,0.5076891290115296,0.8881137585752883,94616617208.4
2025-10-03 00:00:00,"MSTR",350.865,351.63,358.54,344.4,-0.1296071684942697,1.1518266935928034,27.444426468209024,100950511590,115727511590,4257507206.34,3891422348.62619,122331.63,640031,78296035480.53,1.478076263756396,8238000000,0.10521605531417433,6589000000,0.08415496339707389,0.1893710187112482,0.56626282,0.5086887925570189,0.890669399672927,104319664487.5
2025-10-02 00:00:00,"MSTR",348.57,352.33,353.22,341.15,-0.12416724669384506,1.140002429543246,27.501051609771878,101151476690,115928476690,4815209198.469999,3852946739.9480953,120332.06,640031,77016248693.86,1.50524699210963,8238000000,0.10696444113690988,6589000000,0.08555337492730021,0.1925178160642101,0.59391644,0.5146406223943731,0.8907182224673551,98979034437.6
2025-10-01 00:00:00,"MSTR",332.47,338.41,343.73,331.2,-0.09346370211626034,1.0800909705575021,26.375020223264844,97155142130,111932142130,4735990081.89,3768024930.530476,118813,640031,76044003203,1.4719391065091136,8238000000,0.10833201374220924,6589000000,0.08664720060056041,0.19497921434276966,0.59108408,0.4972913035217315,0.8899717917260198,91744929183.6
2025-09-30 00:00:00,"MSTR",320.835,322.21,324.4999,316.19,-0.20290428716324874,0.911091340450771,25.06455266138165,92504235530,107281235530,2512857147.7799997,3723446482.640476,114198.94,640031,73090861767.14,1.467779048382095,8238000000,0.11270902819897546,6589000000,0.09014806831792296,0.20285709651689843,0.60274622,0.4782017028448452,0.8895934082477279,86303340405
2025-09-29 00:00:00,"MSTR",313.73,326.42,327.99,311,-0.14968219235177654,0.8523436613324255,25.405112441352532,93712897060,108489897060,4129868451.36,3765613461.673333,114440,640031,73245147640,1.4811888644586804,8238000000,0.11247161437218724,6589000000,0.08995817760358603,0.20242979197577327,0.60197457,0.48410551015160075,0.8912463606796263,85794234053.1
2025-09-26 00:00:00,"MSTR",301.3,309.06,310,297.71,-0.2002380705931063,0.8620315700686831,24.000808930593752,88615537560,103382537560,3613950459.72,3699908733.0542855,109586.6,639835,70117342211,1.4744217949519107,8238000000,0.11748876583498945,6579000000,0.09382842806851123,0.21131719390350068,0.59679998,0.4379722667844064,0.8910228009749134,85488930857.2
2025-09-25 00:00:00,"MSTR",316.61,300.7,317,292.36,-0.22633596624385732,0.979070685797025,23.324542954214525,86218508200,100985508200,6641558494.4,3665524242.005714,109621.17,639835,70139461306.95,1.4397816338802352,8238000000,0.11745171471945295,6579000000,0.0937988384485653,0.21125055316801827,0.67864095,0.4214625091106214,0.8948430799703836,79113500998.6
2025-09-24 00:00:00,"MSTR",330.63,323.31,337.0599,323.14,-0.1424592859795236,1.1010527683909541,25.15353502669471,92701383060,107468383060,2959287791.07,3502254445.1447625,112538.26,639835,72005917587.09999,1.4924937652520545,8238000000,0.11440726368128187,6579000000,0.09136749062383508,0.20577475430511694,0.59574712,0.3519750617958108,0.8917637790415912,85167444794.1
2025-09-23 00:00:00,"MSTR",337.06,327.78,339,327.77,-0.10730431940737523,1.1856371274254849,25.515127002103217,93983048279.99998,108750048279.99998,3103679658.4199996,3540836540.960476,111716,639835,71479806860,1.5214093750000934,8238000000,0.11524933211046452,6579000000,0.09203998008676209,0.2072893121972266,0.58604867,0.3631778575635799,0.8918961173884611,84167740038.6
2025-09-22 00:00:00,"MSTR",337.02,335.93,341.59,329,-0.0913443332431701,1.3202790440668601,26.17440543601359,96319865180,111086865180,3377284012.55,3689555817.4200006,112351.1,639835,71886166068.5,1.545316314047766,8238000000,0.11459784894008741,6579000000,0.0915196950930851,0.2061175440331725,0.58151581,0.38292743584360184,0.893254808595509,83886936876
2025-09-19 00:00:00,"MSTR",347.45,344.75,352.92,337.07,-0.06579410888003678,1.3831743398313288,26.887882219705546,98766738000,113515738000,6101970885.5,3663741379.7319045,115516.43,638985,73813266023.55,1.5378771881437001,8238000000,0.11160595437372571,6561000000,0.08888646111265044,0.20049241548637617,0.51903215,0.43181387148098677,0.891552836378994,99645549011.4
2025-09-18 00:00:00,"MSTR",335.86,349.12,358.25,334.625,-0.05395225320434645,1.6314916710635414,27.24138488917651,100018690560,114767690560,6876707062.08,3599589889.7766666,117021.6,638985,74775047076,1.5348394290324179,8238000000,0.11017044217474108,6561000000,0.0877431744487104,0.19791361662345147,0.56999637,0.4356456375415999,0.8952906413930035,98791325503.9
2025-09-17 00:00:00,"MSTR",335.66,329.71,340.11,323.205,-0.12119515965669819,1.51169345623524,25.671250606697942,94457958480,109206958480,3195214664.35,3564696907.0238094,117600.5,638985,75144955492.5,1.4532839598381242,8238000000,0.10962811736340985,6561000000,0.08731125006328382,0.19693936742669366,0.58252694,0.3913997575054499,0.8937023686593835,89678302346
2025-09-16 00:00:00,"MSTR",329.23,335.09,335.44,324.84,-0.12337475474166128,1.4908198914740205,26.106455266138163,95999263920,110748263920,2898950378.31,3568406231.311905,116415.29,638985,74387624080.65,1.4887995858011047,8238000000,0.1107442279789509,6561000000,0.08820015534958689,0.19894438332853778,0.56085032,0.4740503800882196,0.8939293894055175,89035290699.3
2025-09-15 00:00:00,"MSTR",329.4,327.79,331.33,320.45,-0.14386084049416248,1.317028345232205,25.515935932696973,93907901520,108656901520,3123076260.46,3659315876.912381,115324.37,638985,73690542564.45,1.4745026666748764,8238000000,0.11179182176322039,6561000000,0.08903449169561653,0.20082631345883692,0.56588127,0.46395803602719793,0.8955375398306833,85440210059.7
2025-09-12 00:00:00,"MSTR",329.15,331.44,336.1301,327.6,-0.12723825574046765,1.534526267492544,25.81119559941757,94953582720,109632582720,3582834581.7599998,3802941203.744761,116015.98,638460,74071562590.8,1.4800900492089366,8238000000,0.11121677080730566,6491000000,0.08763147114714992,0.19884824195445558,0.52083909,0.46566777857335306,0.8984350284264402,95386301904.4
2025-09-11 00:00:00,"MSTR",326.87,326.02,329.75,322.77,-0.15781044147658296,1.521813118811881,25.372755217602325,93400817760,108079817760,2447398233.92,3834427141.551428,115242,638460,73577407320,1.4689266949831958,8238000000,0.1119637168536207,6491000000,0.08822001530673125,0.20018373216035196,0.53816654,0.476938412244261,0.8983768871792357,91421359978.5
2025-09-10 00:00:00,"MSTR",332.8,326.45,340.01,321.956,-0.16547369497418074,1.518127121258871,25.407539233133793,93524007600,108203007600,3180066645.5499997,3874985080.13238,114434,638460,73061531640,1.4809846600691932,8238000000,0.11275427458312179,6491000000,0.08884292259274623,0.20159719717586802,0.56258836,0.4761443623830729,0.8983863560220221,90076106925
2025-09-09 00:00:00,"MSTR",330.23,328.53,331.96,324.45,-0.16216974395593195,1.6320301233776637,25.575796796634844,94119902639.99998,108798902639.99998,2164295519.0099998,3921666202.118095,111554,638460,71222766840,1.5275860159211976,8238000000,0.11566526218374024,6491000000,0.09113658859367053,0.20680185077741076,0.55612403,0.4763518301837274,0.8989835119724872,89835603820.8
2025-09-08 00:00:00,"MSTR",328.11,329.9,333.0967,321.5,-0.11902155045798074,1.886264216972878,25.686620287979288,94512391200,109191391200,3283994168.6,4029342693.359524,111711.01,638460,71323011444.59999,1.5309419637281327,8238000000,0.11550269447608574,6491000000,0.0910084959752698,0.20651119045135555,0.5764674,0.482855027334473,0.9007576178925798,89202346600
2025-09-05 00:00:00,"MSTR",334.81,335.87,337.2,320,-0.0892648932997099,1.808982186167099,26.169551852451058,96019523210,110683523210,4718168419.61,4122805375.804285,111093.53,636505,70711587312.65,1.5652812702480403,8238000000,0.11650141529952981,6476000000,0.09158329272636016,0.20808470802588996,0.7795752,0.4826962599880462,0.9039928855147185,99181494397.6
2025-09-04 00:00:00,"MSTR",330,327.59,332.56,317.7504,-0.13358899761967746,1.6238686423708448,25.49975732082187,93652411970,108316411970,3449519424.1,4030364014.6599994,111313.82,636505,70851802999.1,1.5287742497022396,8238000000,0.11627085905075193,6476000000,0.09140204943101111,0.20767290848176304,0.66769099,0.5094169834775115,0.9049936485406649,92010585607.6
2025-09-03 00:00:00,"MSTR",341.77,330.26,344.5,327.609,-0.14756214025759495,1.6999672988881622,25.71574178935447,94415719580,109079719580,3031851200.7,4017484511.455238,111188,636505,70771717940,1.5412896953056499,8238000000,0.11640243079847441,6476000000,0.09150547970999275,0.20790791050846716,0.64837995,0.5195774656741445,0.9050659579606112,91639861932
2025-09-02 00:00:00,"MSTR",334.93,341.62,348.6,331.57,-0.08233271550218921,1.5798217791874343,26.634686943860213,97663350460,112327350460,3799842676.2000003,4102250338.5495243,111044.31,636505,70680258536.55,1.589232308791196,8238000000,0.11655305414226783,6476000000,0.0916238866988743,0.2081769408411421,0.61593299,0.5211918196249169,0.9060851559668792,93210624249.3
2025-08-29 00:00:00,"MSTR",334.6,334.41,339.63,332.64,-0.09772549442840561,1.5227066988533495,26.05144798576282,95186796810,109805796810,3398363707.4700003,4302057722.552381,108434.84,632457,68580373601.88,1.6011256725931555,8238000000,0.12012183030414654,6431000000,0.09377318410851741,0.21389501441266395,0.53157753,0.5646111071978748,0.9079787002506204,99713580573.5
